video_id,title,channel_name,tanggal,author,komentar,label,komentar_clean,predicted_label,cleaned,stemmed,tokens,token_count,char_count
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.978.736.959.360,EsenEvre,nice link bagus mandalika77,1,nice link bagus mandalika77,1,nice link bagus mandalikatt,nice link bagus mandalikatt,"['nice', 'link', 'bagus', 'mandalikatt']",4,27
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,MosherDrew-j2v,"min video lu baguss , pilih 𝐒𝐆𝐈𝟖𝟖",1,"min video lu baguss , pilih 𝐒𝐆𝐈𝟖𝟖",1,min video lu baguss pilih sgi88,min video lu baguss pilih sgi88,"['min', 'video', 'lu', 'baguss', 'pilih', 'sgi88']",6,33
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,iswahyudijumadi,capek bgt nemuin alexis17 trs,1,capek bgt nemuin alexis17 trs,1,capek bgt nemuin alexisit trs,capek bgt nemuin alexisit trs,"['capek', 'bgt', 'nemuin', 'alexisit', 'trs']",5,29
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.401.405.037.320,willyokta9882,tirta cipeng ahok gas,0,tirta cipeng ahok gas,0,tirta cipeng ahok gas,tirta cipeng ahok gas,"['tirta', 'cipeng', 'ahok', 'gas']",4,21
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.667.667.860,adywibowowibowo1935,Ampe merinding cuyy,0,ampe merinding cuyy,0,ampe merinding cuyy,ampe merinding cuyy,"['ampe', 'merinding', 'cuyy']",3,19
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.325.688.920,rfach7401,​ manusia__biasa 😂😂😂😂 emang yang lain nggak,0,​ manusia__biasa emang yang lain nggak,0,manusia biasa emang yang lain nggak,manusia biasa emang yang lain nggak,"['manusia', 'biasa', 'emang', 'yang', 'lain', 'nggak']",6,43
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.982.330.026.990,ipayjkt6630,Setuju bngt..,0,setuju bngt ..,0,setuju bngt,tuju bngt,"['setuju', 'bngt']",2,13
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,JosephMyers-h4b,emang ya alexis17 gampang menang,1,emang ya alexis17 gampang menang,1,emang ya alexisit gampang menang,emang ya alexisit gampang menang,"['emang', 'ya', 'alexisit', 'gampang', 'menang']",5,32
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.365.892.850,kelasinspiratif1996,JOKOWI mulu disebut,0,jokowi mulu disebut,0,jokowi mulu disebut,jokowi mulu sebut,"['jokowi', 'mulu', 'disebut']",3,19
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.338.119.410,itshydra9020,bobroknya bawahan sama pemimpin dikupas tuntas,0,bobroknya bawahan sama pemimpin dikupas tuntas,0,bobroknya bawahan sama pemimpin dikupas tuntas,bobrok bawah sama pimpin kupas tuntas,"['bobroknya', 'bawahan', 'sama', 'pemimpin', 'dikupas', 'tuntas']",6,46
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,hermawanridwan-n5q,gue rela gak tidur ngikutin update terbaru alexis17 .,1,gue rela gak tidur ngikutin update terbaru alexis17 .,1,gue rela gak tidur ngikutin update terbaru alexisit,gue rela gak tidur ngikutin update baru alexisit,"['gue', 'rela', 'gak', 'tidur', 'ngikutin', 'update', 'terbaru', 'alexisit']",8,53
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.170.431.600,AysenMuhammet,"★Mandalika77★ mekswin, depoin LIMPUL",1,"★mandalika77★ mekswin , depoin limpul",1,mandalikatt mekswin depoin limpul,mandalikatt mekswin depoin limpul,"['mandalikatt', 'mekswin', 'depoin', 'limpul']",4,36
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.531.838.690,JNYXX,Who hurt you sweetie ❤,0,who hurt you sweetie,0,who hurt you sweetie,who hurt you sweetie,"['who', 'hurt', 'you', 'sweetie']",4,22
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,JokoHermawan-g4g,"cuy , serius nanya , 𝘼𝙇𝙀𝙓𝙄𝙎17 beneran sebagus ?",1,"cuy , serius nanya , 𝘼𝙇𝙀𝙓𝙄𝙎17 beneran sebagus ?",1,cuy serius nanya alexisit beneran sebagus,cuy serius nanya alexisit beneran bagus,"['cuy', 'serius', 'nanya', 'alexisit', 'beneran', 'sebagus']",6,47
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.947.017.916.310,RasyidKartinah-ld2he,Kalo mazda paling suka cx 60,0,kalo mazda suka cx 60,0,kalo mazda paling suka cx 6o,kalo mazda paling suka cx 6o,"['kalo', 'mazda', 'paling', 'suka', 'cx', '6o']",6,28
hEGVZ5y4oGI,Kenapa Honda Brio Bisa Laku ?? | Apa Cuman Karena Murah ??,FUSE BOX,1.745.482.407.601.410,reezaashari09,"""Kecuali dari Mazda""",0,`` kecuali dari mazda '',0,kecuali dari mazda,kecuali dari mazda,"['kecuali', 'dari', 'mazda']",3,20
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,GeraldJackson-b1k,alexis17 superrrrrr bosku gac0r melayang,1,alexis17 superrrrrr bosku gac0r melayang,1,alexisit superrrrrr bosku gacor melayang,alexisit superrrrrr bos gacor layang,"['alexisit', 'superrrrrr', 'bosku', 'gacor', 'melayang']",5,40
J2_Egvu2QII,"GAK SAMPAI 600JT, DAPET MOBIL PHEV: JAECOO J7",Ridwan Hanif,1.740.046.319.436.060,pipinjangkung9074,Journeynya belum ada video baru mas Ridwan?,0,journeynya video mas ridwan ?,0,journeynya belum ada video baru mas ridwan,journeynya belum ada video baru mas ridwan,"['journeynya', 'belum', 'ada', 'video', 'baru', 'mas', 'ridwan']",7,43
Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,SeifertMarin-e9d,jepey gmpng banget 𝐒𝐆𝐈𝟖𝟖,1,jepey gmpng banget 𝐒𝐆𝐈𝟖𝟖,1,jepey gmpng banget sgi88,jepey gmpng banget sgi88,"['jepey', 'gmpng', 'banget', 'sgi88']",4,24
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.532.584.500,mohammadhafizhbagaskara8773,Wkwk sama bg​ @linggarprasetyo9804 ,0,wkwk bg​,0,wkwk sama bg alinggarprasetyo98oa,wkwk sama bg alinggarprasetyo98oa,"['wkwk', 'sama', 'bg', 'alinggarprasetyo98oa']",4,35
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,AndiYuliani-o7h,"cuy , 𝘼𝙇𝙀𝙓𝙄𝙎17 , lo coba !",1,"cuy , 𝘼𝙇𝙀𝙓𝙄𝙎17 , lo coba !",1,cuy alexisit lo coba,cuy alexisit lo coba,"['cuy', 'alexisit', 'lo', 'coba']",4,26
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.292.847.380,soegengsinau636,Nggambleh Thok .isone mung omong apik2 wae. Payahhhhh,0,nggambleh thok .isone mung omong apik2 wae . payahhhhh,0,nggambleh thok isone mung omong apik2 wae payahhhhh,nggambleh thok isone mung omong apik2 wae payahhhhh,"['nggambleh', 'thok', 'isone', 'mung', 'omong', 'apik2', 'wae', 'payahhhhh']",8,53
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,fabianismail-w6s,"rezeki alexis17 , makasih keberuntungannya !",1,"rezeki alexis17 , makasih keberuntungannya !",1,rezeki alexisit makasih keberuntungannya,rezeki alexisit makasih untung,"['rezeki', 'alexisit', 'makasih', 'keberuntungannya']",4,44
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.665.185.830,arizkiakkd1910,Up trending,0,up trending,0,up trending,up trending,"['up', 'trending']",2,11
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,Anggap99a,"ngga ribet , gampang banget dapet tambahan",1,"ngga ribet , gampang banget dapet tambahan",1,ngga ribet gampang banget dapet tambahan,ngga ribet gampang banget dapet tambah,"['ngga', 'ribet', 'gampang', 'banget', 'dapet', 'tambahan']",6,42
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.333.712.400,ASTREA_GRAND475,Pt apa ini bang?,0,pt bang ?,0,pt apa ini bang,pt apa ini bang,"['pt', 'apa', 'ini', 'bang']",4,16
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,KezibanEsin,main bareng temen p͓̽u͓̽l͓̽a͓̽u͓̽w͓̽i͓̽n͓̽ emang seru .,1,main bareng temen p͓̽u͓̽l͓̽a͓̽u͓̽w͓̽i͓̽n͓̽ emang seru .,1,main bareng temen pulauwin emang seru,main bareng temen pulauwin emang seru,"['main', 'bareng', 'temen', 'pulauwin', 'emang', 'seru']",6,55
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.819.143.459.760,campoengalieng7856,Yang penting Jadi Presiden 🎉,0,yang penting jadi presiden,0,yang penting jadi presiden,yang penting jadi presiden,"['yang', 'penting', 'jadi', 'presiden']",4,28
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.275.243.010,vaniarifandasopyan_B_ooo,"Mantap bang, saya jadi lebih paham ☝🏻",0,"mantap bang , saya jadi lebih paham",0,mantap bang saya jadi lebih paham,mantap bang saya jadi lebih paham,"['mantap', 'bang', 'saya', 'jadi', 'lebih', 'paham']",6,37
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,ranggaagustian-x5z,emang gak se-asik alexis17 sih .,1,emang gak se-asik alexis17 sih .,1,emang gak se asik alexisit sih,emang gak se asik alexisit sih,"['emang', 'gak', 'se', 'asik', 'alexisit', 'sih']",6,32
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,GonzalezMullins-b1o,𝐒𝐆𝐈𝟖𝟖 bikin ketagihan !,1,𝐒𝐆𝐈𝟖𝟖 bikin ketagihan !,1,sgi88 bikin ketagihan,sgi88 bikin tagih,"['sgi88', 'bikin', 'ketagihan']",3,23
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,174.525.118.633.345,BudiSari-f6n,Fix gak nyesel! Setia banget sama ⚡ALEXIS17⚡ sejak awal!,1,fix gak nyesel ! setia banget sama alexis17 sejak awal !,1,fix gak nyesel setia banget sama alexisit sejak awal,fix gak nyesel setia banget sama alexisit sejak awal,"['fix', 'gak', 'nyesel', 'setia', 'banget', 'sama', 'alexisit', 'sejak', 'awal']",9,56
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,JairCesar-o1b,tunggu tunggu salam jepe 𝐒𝐆𝐈𝟖𝟖,1,tunggu tunggu salam jepe 𝐒𝐆𝐈𝟖𝟖,1,tunggu tunggu salam jepe sgi88,tunggu tunggu salam jepe sgi88,"['tunggu', 'tunggu', 'salam', 'jepe', 'sgi88']",5,30
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.686.072.866.870,KUN-xf6wv,Gilaaaaaaaaaaa,0,gilaaaaaaaaaaa,0,gilaaaaaaaaaaa,gilaaaaaaaaaaa,['gilaaaaaaaaaaa'],1,14
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.323.638.200,SerpilYasemin-r9p,"mandalika77 makasi lah uda ngasih, keren pokoknya mandalika77 pasti sesuai pnya isi nya",1,"mandalika77 makasi uda ngasih , keren pokoknya mandalika77 sesuai pnya isi nya",1,mandalikatt makasi lah uda ngasih keren pokoknya mandalikatt pasti sesuai pnya isi nya,mandalikatt makas lah uda ngasih keren pokok mandalikatt pasti sesuai pnya isi nya,"['mandalikatt', 'makasi', 'lah', 'uda', 'ngasih', 'keren', 'pokoknya', 'mandalikatt', 'pasti', 'sesuai', 'pnya', 'isi', 'nya']",13,87
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.307.951.600,widiasaleha7156,Sependapat!,0,sependapat !,0,sependapat,dapat,['sependapat'],1,11
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.359.410.040,deezz-i2x,Worst president ever?,0,worst president ever ?,0,worst president ever,worst president ever,"['worst', 'president', 'ever']",3,21
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.401.559.325.810,FaZcoM,YouTube premium,0,youtube premium,0,youtube premium,youtube premium,"['youtube', 'premium']",2,15
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.415.833.217.500,muhammadroufmizani6425,"Ini pemimpin yg sesungguhnya, sehat2 pak ahok",0,"ini pemimpin yg sesungguhnya , sehat2 pak ahok",0,ini pemimpin yg sesungguhnya sehat2 pak ahok,ini pimpin yg sungguh sehat2 pak ahok,"['ini', 'pemimpin', 'yg', 'sesungguhnya', 'sehat2', 'pak', 'ahok']",7,45
IlkUUwDFCiI,YAMAHA CRYPTON | Begini Rasanya Bila Yamaha Buat Motor Bebek 4 Tak | Motomobi Used Bike,Motomobi,2025-03-21 13:00:27+00:00,Ivanpratamaa1tda,"makasih а𝙀я𝙊𝟾8 , rezeki bikin hati senang banget !",1,"makasih а𝙀я𝙊𝟾8 , rezeki bikin hati senang banget !",1,makasih aeiao88 rezeki bikin hati senang banget,makasih aeiao88 rezeki bikin hati senang banget,"['makasih', 'aeiao88', 'rezeki', 'bikin', 'hati', 'senang', 'banget']",7,50
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,shemarromeo-e6v,bng coba game zeus x 1000 𝐒𝐆𝐈𝟖𝟖 gampang bet pecah,1,bng coba game zeus x 1000 𝐒𝐆𝐈𝟖𝟖 gampang bet pecah,1,bng coba game zeus x iooo sgi88 gampang bet pecah,bng coba game zeus x iooo sgi88 gampang bet pecah,"['bng', 'coba', 'game', 'zeus', 'x', 'iooo', 'sgi88', 'gampang', 'bet', 'pecah']",10,49
8AzDe6gMOck,BRZ Farrel Siap untuk Indonesian Drift Series‼️,Garasi Drift,2025-05-02 09:00:09+00:00,masb0ymas,"jujur , cakep bener livery nya , berasa tamiya rame cakep",0,"jujur , cakep bener livery nya , berasa tamiya rame cakep",0,jujur cakep bener livery nya berasa tamiya rame cakep,jujur cakep bener livery nya asa tamiya rame cakep,"['jujur', 'cakep', 'bener', 'livery', 'nya', 'berasa', 'tamiya', 'rame', 'cakep']",9,57
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.019.195.790,ariskurniawan6506,"Kirin nya gila, anti panas..... Cuma anget anget doang ..",0,"kirin nya gila , anti panas ..... cuma anget anget doang ..",0,kirin nya gila anti panas cuma anget anget doang,kirin nya gila anti panas cuma anget anget doang,"['kirin', 'nya', 'gila', 'anti', 'panas', 'cuma', 'anget', 'anget', 'doang']",9,57
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,claytonconnorbowden-r9q,epic moment 𝐒𝐆𝐈𝟖𝟖,1,epic moment 𝐒𝐆𝐈𝟖𝟖,1,epic moment sgi88,epic moment sgi88,"['epic', 'moment', 'sgi88']",3,17
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,ianwinarno,"gue udah coba main jam-jam , alexis17 , emang gacor jam 1 pagi",1,"gue udah coba main jam-jam , alexis17 , emang gacor jam 1 pagi",1,gue udah coba main jam jam alexisit emang gacor jam i pagi,gue udah coba main jam jam alexisit emang gacor jam i pagi,"['gue', 'udah', 'coba', 'main', 'jam', 'jam', 'alexisit', 'emang', 'gacor', 'jam', 'i', 'pagi']",12,62
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,cagerhalim,"bro sibuk sih ? alexis17 , bagi-bagi bonus deposit super gede nih",1,"bro sibuk sih ? alexis17 , bagi-bagi bonus deposit super gede nih",1,bro sibuk sih alexisit bagi bagi bonus deposit super gede nih,bro sibuk sih alexisit bagi bagi bonus deposit super gede nih,"['bro', 'sibuk', 'sih', 'alexisit', 'bagi', 'bagi', 'bonus', 'deposit', 'super', 'gede', 'nih']",11,65
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,174.533.674.504.522,erwinardiansyah3035,Samaa wkwk,0,samaa wkwk,0,samaa wkwk,samaa wkwk,"['samaa', 'wkwk']",2,10
hDFN1Sr8a80,GEELY EX5 MAX | Mobil Listrik Ada Rasa Volvonya Dibawah 500 Juta,Motomobi,2025-05-04 11:30:36+00:00,ShawMunoz-p1d,yg tunggu2 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1,yg tunggu2 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1,yg tunggu2 weton88,yg tunggu2 weton88,"['yg', 'tunggu2', 'weton88']",3,18
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.660.544.980,muhammadfirdaus958,Asli GD terbaik... Sukses Terus GD 🔥🔥🔥,0,asli gd terbaik ... sukses gd,0,asli gd terbaik sukses terus gd,asli gd baik sukses terus gd,"['asli', 'gd', 'terbaik', 'sukses', 'terus', 'gd']",6,38
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.680.194.120,rendyaph7863,😅 yg terpenting kaya,0,yg terpenting kaya,0,yg terpenting kaya,yg penting kaya,"['yg', 'terpenting', 'kaya']",3,20
wbaneF-1auo,1M JOURNEY BORNEO 360: PANGKALAN BUN LUAR BIASA!,Ridwan Hanif,2025-05-03 03:01:07+00:00,Alicebeguh,"suka banget main 𝘋𝙀𝙒𝘈𝘿𝙊𝘙𝐀 , gak nyangka dapet jakpot langsung !",1,"suka banget main 𝘋𝙀𝙒𝘈𝘿𝙊𝘙𝐀 , gak nyangka dapet jakpot langsung !",1,suka banget main dewadora gak nyangka dapet jakpot langsung,suka banget main dewadora gak nyangka dapet jakpot langsung,"['suka', 'banget', 'main', 'dewadora', 'gak', 'nyangka', 'dapet', 'jakpot', 'langsung']",9,63
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,waskitajagaraga,"gue udah ga bayangin hidup alexis17 ! , udah mata pencaharian",1,"gue udah ga bayangin hidup alexis17 ! , udah mata pencaharian",1,gue udah ga bayangin hidup alexisit udah mata pencaharian,gue udah ga bayangin hidup alexisit udah mata cahari,"['gue', 'udah', 'ga', 'bayangin', 'hidup', 'alexisit', 'udah', 'mata', 'pencaharian']",9,61
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.167.579.850,DicleFatima,Senang banget dapat rezeki tak terduga dari MANDALIKA𝟳7!,1,senang banget rezeki terduga mandalika𝟳7 !,1,senang banget dapat rezeki tak terduga dari mandalikatt,senang banget dapat rezeki tak duga dari mandalikatt,"['senang', 'banget', 'dapat', 'rezeki', 'tak', 'terduga', 'dari', 'mandalikatt']",8,56
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.166.050,HAutoWorks,"bg, sesekali cobain drift 180sx gp sports",0,"bg , cobain drift 180sx gp sports",0,bg sesekali cobain drift i8osx gp sports,bg sekal cobain drift i8osx gp sports,"['bg', 'sesekali', 'cobain', 'drift', 'i8osx', 'gp', 'sports']",7,41
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.045.187.450,XZCJ,cuma bisa menonton 😌,0,cuma bisa menonton,0,cuma bisa menonton,cuma bisa tonton,"['cuma', 'bisa', 'menonton']",3,20
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.268.517.690,Abc123-r4q,Plango plongo doang yg ada bikin geregetan pengen sikut biji matanya😂,0,plango plongo doang yg ada bikin geregetan pengen sikut biji matanya,0,plango plongo doang yg ada bikin geregetan pengen sikut biji matanya,plango plongo doang yg ada bikin gereget ken sikut biji mata,"['plango', 'plongo', 'doang', 'yg', 'ada', 'bikin', 'geregetan', 'pengen', 'sikut', 'biji', 'matanya']",11,69
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.274.515.620,ibdarmayadnya274,Negara kaya harus kuat dalam membrantas korupsi,0,negara kaya harus kuat dalam membrantas korupsi,0,negara kaya harus kuat dalam membrantas korupsi,negara kaya harus kuat dalam membrantas korupsi,"['negara', 'kaya', 'harus', 'kuat', 'dalam', 'membrantas', 'korupsi']",7,47
J2_Egvu2QII,"GAK SAMPAI 600JT, DAPET MOBIL PHEV: JAECOO J7",Ridwan Hanif,1.740.042.722.360.930,raflyfabian1667,Harga Jaecoo J7 mirip sama Zenix,0,harga jaecoo j7 zenix,0,harga jaecoo jt mirip sama zenix,harga jaecoo jt mirip sama zenix,"['harga', 'jaecoo', 'jt', 'mirip', 'sama', 'zenix']",6,32
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.379.803.368.340,fauziavelin9511,Ngakak gua ngab ​ @OvanFebrian-f1f ,0,ngakak gua ngab ​ -f1f,0,ngakak gua ngab aovanfebrian fif,ngakak gua ngab aovanfebrian fif,"['ngakak', 'gua', 'ngab', 'aovanfebrian', 'fif']",5,35
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.686.073.894.700,blunanarilla,Aduuuh perih liatnya.. mobil br jd udh ngantam tembok😢,0,aduuuh perih liatnya .. mobil br jd udh ngantam tembok,0,aduuuh perih liatnya mobil br jd udh ngantam tembok,aduuuh perih liat mobil br jd udh ngantam tembok,"['aduuuh', 'perih', 'liatnya', 'mobil', 'br', 'jd', 'udh', 'ngantam', 'tembok']",9,54
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.314.398.170,fishybrad, @maizarindra498  kata buzzer brain rot guys tepuk tangan in dulu dong 👏🏾,0,kata buzzer brain rot guys tepuk tangan in dulu dong,0,amaizarindraa98 kata buzzer brain rot guys tepuk tangan in dulu dong,amaizarindraa98 kata buzzer brain rot guys tepuk tangan in dulu dong,"['amaizarindraa98', 'kata', 'buzzer', 'brain', 'rot', 'guys', 'tepuk', 'tangan', 'in', 'dulu', 'dong']",11,73
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.666.370.850,Planecrazyplayer,Kece banget cross track nya,0,kece banget cross track nya,0,kece banget cross track nya,kece banget cross track nya,"['kece', 'banget', 'cross', 'track', 'nya']",5,27
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.333.330.740,TahunBaru-s1l,detailnya itu loo,0,detailnya loo,0,detailnya itu loo,detail itu loo,"['detailnya', 'itu', 'loo']",3,17
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.261.588.690,mastripiece7113,"Only one word that i wanna say : ""yakan"" 😌",0,only one word that i wan na say : `` yakan '',0,only one word that i wanna say yakan,only one word that i wanna say yakan,"['only', 'one', 'word', 'that', 'i', 'wanna', 'say', 'yakan']",8,42
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,gadingsudrajat,"alexis17 , tuh emang ngerti kebutuhan membernya , kasih surprise bonus",1,"alexis17 , tuh emang ngerti kebutuhan membernya , kasih surprise bonus",1,alexisit tuh emang ngerti kebutuhan membernya kasih surprise bonus,alexisit tuh emang ngerti butuh membernya kasih surprise bonus,"['alexisit', 'tuh', 'emang', 'ngerti', 'kebutuhan', 'membernya', 'kasih', 'surprise', 'bonus']",9,70
