video_id,title,channel_name,tanggal,author,komentar,label,komentar_clean,predicted_label,cleaned,stemmed,tokens,token_count,char_count,text_clean,label_keterangan,predicted_score
n_mFKYFMtWY,"UBUR-UBUR IKAN LELE, INI SAYA JUAL LE !!! Ready Tiga Sasis + Body SR3 Siap Naik Livery.",Bus Pesona,1.739.951.457.703.720,RHETTDobson,"Main di Pulau 777, nikmati kemenangan besar!",1,"main pulau 777 , nikmati kemenangan !",1,main di pulau ttt nikmati kemenangan besar,main di pulau ttt nikmat menang besar,"['main', 'di', 'pulau', 'ttt', 'nikmati', 'kemenangan', 'besar']",7.0,44.0,1,,
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.158.386.640,putragoldenboy910,Gas ngab zikoo konten Mio 😂,0,gas ngab zikoo konten mio,0,gas ngab zikoo konten mio,gas ngab zikoo konten mio,"['gas', 'ngab', 'zikoo', 'konten', 'mio']",5.0,27.0,0,,
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.975.135.691.670,RemziyeEsra,pepekpepek lah semua iklan pokonya mandalika77 paling gacir,1,pepekpepek iklan pokonya mandalika77 gacir,1,pepekpepek lah semua iklan pokonya mandalikatt paling gacir,pepekpepek lah semua iklan poko mandalikatt paling gacir,"['pepekpepek', 'lah', 'semua', 'iklan', 'pokonya', 'mandalikatt', 'paling', 'gacir']",8.0,59.0,1,,
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.405.027.688.970,Kresnavpopl,maen santai tapi sering big win,1,maen santai tapi sering big win,1,maen santai tapi sering big win,maen santai tapi sering big win,"['maen', 'santai', 'tapi', 'sering', 'big', 'win']",6.0,31.0,1,,
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,jayadikusumo-l8h,"gue udah ga bayangin hidup alexis17 ! , udah mata pencaharian",1,"gue udah ga bayangin hidup alexis17 ! , udah mata pencaharian",1,gue udah ga bayangin hidup alexisit udah mata pencaharian,gue udah ga bayangin hidup alexisit udah mata cahari,"['gue', 'udah', 'ga', 'bayangin', 'hidup', 'alexisit', 'udah', 'mata', 'pencaharian']",9.0,61.0,1,,
pBcSMYRU2Ug,,Sebastian Tedy,,,"<a href=""https://www.youtube.com/watch?v=pBcSMYRU2Ug&amp;t=675"">11:15</a> ss tuh ada di indo bg awokawok",0,,0,,,,,,0,bukan iklan judol,-0.8090179739949941
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,eduYudiSyahputra,"𝐊 𝐎 𝐈 𝐒 𝐋 𝐎 𝐓 emang gila , wede𝖊y ngebut drama !",1,"𝐊 𝐎 𝐈 𝐒 𝐋 𝐎 𝐓 emang gila , wede𝖊y ngebut drama !",1,k o i s l o t emang gila wedeey ngebut drama,k o i s l o t emang gila wedeey ngebut drama,"['k', 'o', 'i', 's', 'l', 'o', 't', 'emang', 'gila', 'wedeey', 'ngebut', 'drama']",12.0,48.0,1,,
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.676.173.980,Hanapi-q7s,​ @Frank-o8h jelek juga lu gak mampu😂😂,0,​ -o8h jelek lu gak,0,afrank o8h jelek juga lu gak mampu,afrank o8h jelek juga lu gak mampu,"['afrank', 'o8h', 'jelek', 'juga', 'lu', 'gak', 'mampu']",7.0,38.0,0,,
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,lasmantoprabowo,gak gelar sarjana menang alexis17 .,1,gak gelar sarjana menang alexis17 .,1,gak gelar sarjana menang alexisit,gak gelar sarjana menang alexisit,"['gak', 'gelar', 'sarjana', 'menang', 'alexisit']",5.0,35.0,1,,
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,ardiantojayadi,"sebulan gabung alexis17 , gue udah beli tanah kavling !",1,"sebulan gabung alexis17 , gue udah beli tanah kavling !",1,sebulan gabung alexisit gue udah beli tanah kavling,bulan gabung alexisit gue udah beli tanah kavling,"['sebulan', 'gabung', 'alexisit', 'gue', 'udah', 'beli', 'tanah', 'kavling']",8.0,55.0,1,,
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.036.167.120,hndrngnwn,TIM YANG JUAL DIRI,0,tim yang jual diri,0,tim yang jual diri,tim yang jual diri,"['tim', 'yang', 'jual', 'diri']",4.0,18.0,0,,
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.365.543.736.410,agsol3529,"Keren
NATURAL BANGET O'ON-nya.",0,keren natural banget o'on-nya .,0,keren natural banget o on nya,keren natural banget o on nya,"['keren', 'natural', 'banget', 'o', 'on', 'nya']",6.0,30.0,0,,
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.668.211.450,rudypampur-e9l,menyala betul,0,menyala,0,menyala betul,nyala betul,"['menyala', 'betul']",2.0,13.0,0,,
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.535.796.250,iwanmabes1477,Calon Lawan berat brzico tergantung drivernya sih🎉🎉🎉,0,calon lawan berat brzico tergantung drivernya sih,0,calon lawan berat brzico tergantung drivernya sih,calon lawan berat brzico gantung drivernya sih,"['calon', 'lawan', 'berat', 'brzico', 'tergantung', 'drivernya', 'sih']",7.0,52.0,0,,
Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,emilismail,akari awetnya terbaik,1,akari awetnya terbaik,1,akari awetnya terbaik,akar awet baik,"['akari', 'awetnya', 'terbaik']",3.0,21.0,1,,
MkX3K8Vmvas,,tanboy kun,,,"Gara-gara liat orang nyebut 𝐑𝐨𝐦𝐚𝟒𝐝, GUe jadi penasaran pengen cari di Google 😅",0,,0,,,,,,0,bukan iklan judol,-0.1693292444016242
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.672.234.050,SugiarWorld-m8b,Senang bukan kepalang bisa dapat rezeki nomplok dari 𝘼X𝙇77𝟽!,1,senang kepalang rezeki nomplok 𝘼x𝙇77𝟽 !,1,senang bukan kepalang bisa dapat rezeki nomplok dari axlttt,senang bukan kepalang bisa dapat rezeki nomplok dari axlttt,"['senang', 'bukan', 'kepalang', 'bisa', 'dapat', 'rezeki', 'nomplok', 'dari', 'axlttt']",9.0,60.0,1,,
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.298.037.410,BagasPamungkas-lk2bp,MBG kak bukan MGB,0,mbg kak bukan mgb,0,mbg kak bukan mgb,mbg kak bukan mgb,"['mbg', 'kak', 'bukan', 'mgb']",4.0,17.0,0,,
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,halimgaiman,"gak bosan main alexis17 , menang !",1,"gak bosan main alexis17 , menang !",1,gak bosan main alexisit menang,gak bosan main alexisit menang,"['gak', 'bosan', 'main', 'alexisit', 'menang']",5.0,34.0,1,,
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.535.793.670,ZolaClary,"Saya suka semua aspek dari pulⱥü777, mulai dari layanan hingga kecepatan.",1,"suka aspek pulⱥü777 , layanan kecepatan .",1,saya suka semua aspek dari pulauttt mulai dari layanan hingga kecepatan,saya suka semua aspek dari pulauttt mulai dari layan hingga cepat,"['saya', 'suka', 'semua', 'aspek', 'dari', 'pulauttt', 'mulai', 'dari', 'layanan', 'hingga', 'kecepatan']",11.0,73.0,1,,
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,173.995.421.828.159,DermanAli-v3h,Saya depo barusan 3x dan wdnya sudah 7 kali di mandalika77,1,depo barusan 3x wdnya 7 kali mandalika77,1,saya depo barusan ex dan wdnya sudah t kali di mandalikatt,saya depo barusan ex dan wdnya sudah t kali di mandalikatt,"['saya', 'depo', 'barusan', 'ex', 'dan', 'wdnya', 'sudah', 't', 'kali', 'di', 'mandalikatt']",11.0,58.0,1,,
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.290.894.250,lilyernawati8253,Omon-omon sang RI1,0,omon-omon sang ri1,0,omon omon sang rii,omon omon sang rii,"['omon', 'omon', 'sang', 'rii']",4.0,18.0,0,,
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,EkoSunarto-l2x,"gabung alexis17 sebulan , udah beli tanah !",1,"gabung alexis17 sebulan , udah beli tanah !",1,gabung alexisit sebulan udah beli tanah,gabung alexisit bulan udah beli tanah,"['gabung', 'alexisit', 'sebulan', 'udah', 'beli', 'tanah']",6.0,43.0,1,,
8AzDe6gMOck,BRZ Farrel Siap untuk Indonesian Drift Series‼️,Garasi Drift,2025-05-02 09:00:09+00:00,VickyLestari-s1y,"alexis 17 emang top dah , ga bikin kecewa",1,"alexis 17 emang top dah , ga bikin kecewa",1,alexis it emang top dah ga bikin kecewa,alexis it emang top dah ga bikin kecewa,"['alexis', 'it', 'emang', 'top', 'dah', 'ga', 'bikin', 'kecewa']",8.0,41.0,1,,
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,SamipHcVx,modal lgsng jepek gates,1,modal lgsng jepek gates,1,modal lgsng jepek gates,modal lgsng jepek gates,"['modal', 'lgsng', 'jepek', 'gates']",4.0,23.0,1,,
pBcSMYRU2Ug,,Sebastian Tedy,,,YEAY GAK TELAT SATI HARI <br><br>     komentar pertama,1,,1,,,,,,1,iklan judol,0.121694108831021
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.601.500.983.400,denacavario1286,Lebih lebar ini,0,lebar,0,lebih lebar ini,lebih lebar ini,"['lebih', 'lebar', 'ini']",3.0,15.0,0,,
-eV36rVeJQQ,,tanboy kun,,,Tlid,0,,0,,,,,,0,bukan iklan judol,-0.4313401442307692
-eV36rVeJQQ,,tanboy kun,,,14 OKTOBER 2025,0,,0,,,,,,0,bukan iklan judol,-0.4313401442307692
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,EkaHartono-b3m,skill combo keren parah ! alexis17 terpukau .,1,skill combo keren parah ! alexis17 terpukau .,1,skill combo keren parah alexisit terpukau,skill combo keren parah alexisit pukau,"['skill', 'combo', 'keren', 'parah', 'alexisit', 'terpukau']",6.0,45.0,1,,
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,173.994.615.239.488,fahdliramdani5770,Se7 mau tau juga selera ziko klo modif motor😂,0,se7 tau selera ziko klo modif motor,0,set mau tau juga selera ziko klo modif motor,set mau tau juga selera ziko klo modif motor,"['set', 'mau', 'tau', 'juga', 'selera', 'ziko', 'klo', 'modif', 'motor']",9.0,45.0,0,,
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.947.011.448.390,Vanhovemacaspac-m7l,"Baru jepe 2 kali, wede lancar banget",1,"jepe 2 kali , wede lancar banget",1,baru jepe 2 kali wede lancar banget,baru jepe 2 kali wede lancar banget,"['baru', 'jepe', '2', 'kali', 'wede', 'lancar', 'banget']",7.0,36.0,1,,
Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,SitiWahyudi-x3c,"sebulan main alexis17 , gue udah liburan lombok !",1,"sebulan main alexis17 , gue udah liburan lombok !",1,sebulan main alexisit gue udah liburan lombok,bulan main alexisit gue udah libur lombok,"['sebulan', 'main', 'alexisit', 'gue', 'udah', 'liburan', 'lombok']",7.0,49.0,1,,
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,argonoprayoga-s4r,"alexis17 tuh penuh kejutan , udah coba ?",1,"alexis17 tuh penuh kejutan , udah coba ?",1,alexisit tuh penuh kejutan udah coba,alexisit tuh penuh kejut udah coba,"['alexisit', 'tuh', 'penuh', 'kejutan', 'udah', 'coba']",6.0,40.0,1,,
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.296.345.730,dikarafnaofficial6040,Tolong kasih tau letak jurnalis bengongnya ?,0,tolong kasih tau letak jurnalis bengongnya ?,0,tolong kasih tau letak jurnalis bengongnya,tolong kasih tau letak jurnalis bengong,"['tolong', 'kasih', 'tau', 'letak', 'jurnalis', 'bengongnya']",6.0,44.0,0,,
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,AyuPermadi-n8e,"cuy , 𝘼𝙇𝙀𝙓𝙄𝙎17 bikin mood bagus , anjay . pokoknya .",1,"cuy , 𝘼𝙇𝙀𝙓𝙄𝙎17 bikin mood bagus , anjay . pokoknya .",1,cuy alexisit bikin mood bagus anjay pokoknya,cuy alexisit bikin mood bagus anjay pokok,"['cuy', 'alexisit', 'bikin', 'mood', 'bagus', 'anjay', 'pokoknya']",7.0,52.0,1,,
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,GayleneIvett,"modal aja untung 𝐏 𝐋 𝐔 𝐓 𝐎 𝟖 𝟖 ,",1,"modal aja untung 𝐏 𝐋 𝐔 𝐓 𝐎 𝟖 𝟖 ,",1,modal aja untung p l u t o 8 8,modal aja untung p l u t o 8 8,"['modal', 'aja', 'untung', 'p', 'l', 'u', 't', 'o', '8', '8']",10.0,32.0,1,,
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,MolinaWaite-o6m,"nyimak abang , weton88 cair mulu",1,"nyimak abang , weton88 cair mulu",1,nyimak abang weton88 cair mulu,nyimak abang weton88 cair mulu,"['nyimak', 'abang', 'weton88', 'cair', 'mulu']",5.0,32.0,1,,
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,nardirendra,"gue udah ga bayangin hidup alexis17 , , udah sumber nafkah utama",1,"gue udah ga bayangin hidup alexis17 , , udah sumber nafkah utama",1,gue udah ga bayangin hidup alexisit udah sumber nafkah utama,gue udah ga bayangin hidup alexisit udah sumber nafkah utama,"['gue', 'udah', 'ga', 'bayangin', 'hidup', 'alexisit', 'udah', 'sumber', 'nafkah', 'utama']",10.0,64.0,1,,
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,hermawanmulya-q4k,gue rela ninggalin nonton bola fokus alexis17 .,1,gue rela ninggalin nonton bola fokus alexis17 .,1,gue rela ninggalin nonton bola fokus alexisit,gue rela ninggalin nonton bola fokus alexisit,"['gue', 'rela', 'ninggalin', 'nonton', 'bola', 'fokus', 'alexisit']",7.0,47.0,1,,
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.860.695.934.450,kespelanyer8609,"Oke,,mobil impiannya udah ada,,tinggal dapat uangnya bagaimana?",0,"oke , ,mobil impiannya udah , ,tinggal uangnya ?",0,oke mobil impiannya udah ada tinggal dapat uangnya bagaimana,oke mobil impi udah ada tinggal dapat uang bagaimana,"['oke', 'mobil', 'impiannya', 'udah', 'ada', 'tinggal', 'dapat', 'uangnya', 'bagaimana']",9.0,63.0,0,,
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.744.991.982.789.600,ANOOPGAMER22322,"Temen gue dari luar negeri aja tau ＰＵＬＡＵＷＩＮ, gokil!",1,"temen gue dari luar negeri aja tau ｐｕｌａｕｗｉｎ , gokil !",1,temen gue dari luar negeri aja tau pulauwin gokil,temen gue dari luar negeri aja tau pulauwin gokil,"['temen', 'gue', 'dari', 'luar', 'negeri', 'aja', 'tau', 'pulauwin', 'gokil']",9.0,51.0,1,,
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,WulanKurniawan-i3l,"𝘼𝙇𝙀𝙓𝙄𝙎17 bikin gue sultan singkat , modal",1,"𝘼𝙇𝙀𝙓𝙄𝙎17 bikin gue sultan singkat , modal",1,alexisit bikin gue sultan singkat modal,alexisit bikin gue sultan singkat modal,"['alexisit', 'bikin', 'gue', 'sultan', 'singkat', 'modal']",6.0,41.0,1,,
Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,Xavier6UhHQ,"gacur banget , auto wede",1,"gacur banget , auto wede",1,gacur banget auto wede,gacur banget auto wede,"['gacur', 'banget', 'auto', 'wede']",4.0,24.0,1,,
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,HarutoMuratamI1FRPg,"main 𝐌𝐢𝐘𝐚𝟖𝟖 tuh nggak kerasa , tahu-tahu seneng !",1,"main 𝐌𝐢𝐘𝐚𝟖𝟖 tuh nggak kerasa , tahu-tahu seneng !",1,main miya88 tuh nggak kerasa tahu tahu seneng,main miya88 tuh nggak rasa tahu tahu neng,"['main', 'miya88', 'tuh', 'nggak', 'kerasa', 'tahu', 'tahu', 'seneng']",8.0,49.0,1,,
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,braunweller-x6t,class bos 𝐒𝐆𝐈𝟖𝟖 gak ribet depo cepat wd lancar,1,class bos 𝐒𝐆𝐈𝟖𝟖 gak ribet depo cepat wd lancar,1,class bos sgi88 gak ribet depo cepat wd lancar,class bos sgi88 gak ribet depo cepat wd lancar,"['class', 'bos', 'sgi88', 'gak', 'ribet', 'depo', 'cepat', 'wd', 'lancar']",9.0,46.0,1,,
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,setiawansatya,"kenal alexis17 , gue tabungan .",1,"kenal alexis17 , gue tabungan .",1,kenal alexisit gue tabungan,kenal alexisit gue tabung,"['kenal', 'alexisit', 'gue', 'tabungan']",4.0,31.0,1,,
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,hakimwarsita,"gue sih percaya aja alexis17 , gak ngecewain .",1,"gue sih percaya aja alexis17 , gak ngecewain .",1,gue sih percaya aja alexisit gak ngecewain,gue sih percaya aja alexisit gak ngecewain,"['gue', 'sih', 'percaya', 'aja', 'alexisit', 'gak', 'ngecewain']",7.0,46.0,1,,
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.164.787.337.060,EkaSanjaya-t3y,"ALEXIS-17☯ emang paling top dah, ga pernah bikin kecewa",1,"alexis-17 emang paling top dah , ga pernah bikin kecewa",1,alexis it emang paling top dah ga pernah bikin kecewa,alexis it emang paling top dah ga pernah bikin kecewa,"['alexis', 'it', 'emang', 'paling', 'top', 'dah', 'ga', 'pernah', 'bikin', 'kecewa']",10.0,55.0,1,,
pBcSMYRU2Ug,,Sebastian Tedy,,,2.611.000,0,,0,,,,,,0,bukan iklan judol,-0.4313401442307692
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,aalambhatibhati3264,ga ru da ho ki .. member jepe,1,ga ru da ho ki .. member jepe,1,ga ru da ho ki member jepe,ga ru da ho ki member jepe,"['ga', 'ru', 'da', 'ho', 'ki', 'member', 'jepe']",7.0,29.0,1,,
MkX3K8Vmvas,,tanboy kun,,,"Udah galang dana nggak bang untuk sumatra dan sekitarnya..????<br>Kalau memang sudah, di spill aja,,<br>Biar kami tau bahwa tunboy kun orangnya peduli kemanusiaan seperti bang Fras.<br>Terima kasih",0,,0,,,,,,0,bukan iklan judol,-0.8299081606800077
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.350.285.290,maxmin-sv6mi,MIGRAIN (MAKE INDONESIA GREAT AGAIN)😂😂😂,0,migrain ( make indonesia great again ),0,migrain make indonesia great again,migrain make indonesia great again,"['migrain', 'make', 'indonesia', 'great', 'again']",5.0,39.0,0,,
-eV36rVeJQQ,,tanboy kun,,,Ngileer bang.. 🤤,0,,0,,,,,,0,bukan iklan judol,-1.706993654229433
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.975.134.700.860,ReyhanSelma,Setiap kali aku menang besar di mandalika77,1,kali menang mandalika77,1,setiap kali aku menang besar di mandalikatt,tiap kali aku menang besar di mandalikatt,"['setiap', 'kali', 'aku', 'menang', 'besar', 'di', 'mandalikatt']",7.0,43.0,1,,
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,warsasupriyanto,temen gue bilang alexis17 tuh game changer !,1,temen gue bilang alexis17 tuh game changer !,1,temen gue bilang alexisit tuh game changer,temen gue bilang alexisit tuh game changer,"['temen', 'gue', 'bilang', 'alexisit', 'tuh', 'game', 'changer']",7.0,44.0,1,,
CLHTLViZ8Uc,NYOBAIN WARKOPOLIM GOFAR HILMAN GRIND BOYS‼️ Test Ride Mio Bore Up Injeksi Sekalian Kulineran,Den Dimas,2025-05-02 10:00:32+00:00,PeterEstes-x8i,"salam 𝗦𝗚𝗜𝟴𝟴 ! gampang jepe , sehat",1,"salam 𝗦𝗚𝗜𝟴𝟴 ! gampang jepe , sehat",1,salam sgi88 gampang jepe sehat,salam sgi88 gampang jepe sehat,"['salam', 'sgi88', 'gampang', 'jepe', 'sehat']",5.0,34.0,1,,
-eV36rVeJQQ,,tanboy kun,,,"bang, coba makan mie gelas 1 dus bang.",0,,0,,,,,,0,bukan iklan judol,-0.9928453264361516
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,173.959.967.106.913,rafimuhammad9412,sekarang mana brz farel😅,0,brz farel,0,sekarang mana brz farel,sekarang mana brz farel,"['sekarang', 'mana', 'brz', 'farel']",4.0,24.0,0,,
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.537.379.720,petromakAnh-q6n,Nggak pantes buat dilihat,0,nggak pantes,0,nggak pantes buat dilihat,nggak pantes buat lihat,"['nggak', 'pantes', 'buat', 'dilihat']",4.0,25.0,0,,
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.251.186.888.960,AnisaRamadhan-c9m,Seru abis! ⚡ALEXIS17⚡ itu andalan gue sekarang!,1,seru abis ! alexis17 itu andalan gue sekarang !,1,seru abis alexisit itu andalan gue sekarang,seru abis alexisit itu andal gue sekarang,"['seru', 'abis', 'alexisit', 'itu', 'andalan', 'gue', 'sekarang']",7.0,47.0,1,,
WQb70DnhUq4,,Sebastian Tedy,,,Bang/ko bikin chafe matcha aj,0,,0,,,,,,0,bukan iklan judol,-0.6281492555987996
MkX3K8Vmvas,,tanboy kun,,,Wah bang luar biasa sop daging nya banyak sumsum nya sama tetelannya pakai sambel yang banyak pedas enak banget hmm ngiler liat nya hmm tetap semangat sukses terus ya bang 👍😋🍜🍜,0,,0,,,,,,0,bukan iklan judol,-1.3187927836106064
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,jokonatsir-e6r,gue udah nemu jalan ninja gue : alexis17,1,gue udah nemu jalan ninja gue : alexis17,1,gue udah nemu jalan ninja gue alexisit,gue udah nemu jalan ninja gue alexisit,"['gue', 'udah', 'nemu', 'jalan', 'ninja', 'gue', 'alexisit']",7.0,40.0,1,,
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.391.040.929.710,Halaldanberkah,"Gila sih huaway, apa kabar iphone yang lambat inovasi?😂",0,"gila sih huaway , apa kabar iphone yang lambat inovasi ?",0,gila sih huaway apa kabar iphone yang lambat inovasi,gila sih huaway apa kabar iphone yang lambat inovasi,"['gila', 'sih', 'huaway', 'apa', 'kabar', 'iphone', 'yang', 'lambat', 'inovasi']",9.0,55.0,0,,
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,173.968.606.324.429,disfaandra8064,trending yokkkkkkk,0,trending yokkkkkkk,0,trending yokkkkkkk,trending yokkkkkkk,"['trending', 'yokkkkkkk']",2.0,18.0,0,,
Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,WirajcEhw,"dapet jakpot 10 juta , lgsng cair",1,"dapet jakpot 10 juta , lgsng cair",1,dapet jakpot io juta lgsng cair,dapet jakpot io juta lgsng cair,"['dapet', 'jakpot', 'io', 'juta', 'lgsng', 'cair']",6.0,33.0,1,,
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,luwardarmawan,"rezeki nggak kemana , makasih alexis17 !",1,"rezeki nggak kemana , makasih alexis17 !",1,rezeki nggak kemana makasih alexisit,rezeki nggak mana makasih alexisit,"['rezeki', 'nggak', 'kemana', 'makasih', 'alexisit']",5.0,40.0,1,,
