video_id,channel_name,komentar,label,komentar_clean,komentar_stage1
QpXcKzQInXg,Garasi Drift,𝘋𝐄𝘞𝐀𝐃O𝐑𝘈 emang beneran gachor,1,DEWADoRA emang beneran gachor,DEWADoRA emang beneran gachor
ufS5vDKnIhM,Motomobi,"gak nyangka iseng doang , eh ketagihan ｐｕｌａｕｗｉｎ .",1,gak nyangka iseng doang eh ketagihan pulauwin,"gak nyangka iseng doang , eh ketagihan pulauwin ."
gP0YCMCJnjA,Narasi Newsroom,@HendraYadi-v5h semua partai sama aja . semua diisi kepentingan pribadi,0,hendrayadi v5h semua partai sama aja semua diisi kepentingan pribadi,@hendrayadi-v5h semua partai sama aja . semua diisi kepentingan pribadi
VXqMJqP7mvk,GadgetIn,Nooo kapal api nya mana 😢,0,nooo kapal api nya mana wajah_menangis,nooo kapal api nya mana :wajah_menangis:
-vQDp9fHrzk,Karbida FC,"Rezeki melimpah datang dari 𝐀G𝘜𝘚TO𝘛𝘖, makasih banyak!",1,rezeki melimpah datang dari AgUStoTO makasih banyak,"rezeki melimpah datang dari AgUStoTO, makasih banyak!"
VXqMJqP7mvk,GadgetIn,50 juta doang bang... Pesan 10 unit ya 😂,0,50 juta doang bang pesan 10 unit ya wajah_gembira_berurai_air_mata,50 juta doang bang... pesan 10 unit ya :wajah_gembira_berurai_air_mata:
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,"Dari dulu ni orang ngomong mana ada point, 11 12 sama bapak e",0,dari dulu ni orang ngomong mana ada point 11 12 sama bapak e,"dari dulu ni orang ngomong mana ada point, 11 12 sama bapak e"
XI8K0-_kbHc,Jejelogy,"Wede 2 kali hari ini, sketer terus",1,wede 2 kali hari ini sketer terus,"wede 2 kali hari ini, sketer terus"
f8UEkmYXlzA,Pandji Pragiwaksono,Abis ini diamukin Irene lo bang 🤣,0,abis ini diamukin irene lo bang tertawa_terbahak bahak,abis ini diamukin irene lo bang :tertawa_terbahak-bahak:
rrUoGtfU9kw,Fitra Eri,emang gak se-terpercaya alexis17 sih .,1,emang gak se terpercaya alexis17 sih,emang gak se-terpercaya alexis17 sih .
QpXcKzQInXg,Garasi Drift,Uang rakyat gk nih? 😂,0,uang rakyat gk nih wajah_gembira_berurai_air_mata,uang rakyat gk nih? :wajah_gembira_berurai_air_mata:
8AzDe6gMOck,Garasi Drift,"cakep kali 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 , bravo ..",1,cakep kali WETON88 bravo,"cakep kali WETON88 , bravo .."
gP0YCMCJnjA,Narasi Newsroom,MBG kak bukan MGB,0,mbg kak bukan mgb,mbg kak bukan mgb
VXqMJqP7mvk,GadgetIn,​ @AhmadLuthfiProfile pake iphone pasti LGBT,0,​ ahmadluthfiprofile pake iphone pasti lgbt,​ @ahmadluthfiprofile pake iphone pasti lgbt
gP0YCMCJnjA,Narasi Newsroom,Tempo???? Wkwkwkwkkwkw,0,tempo wkwkwkwkkwkw,tempo???? wkwkwkwkkwkw
hDFN1Sr8a80,Motomobi,konten ! keren banget menjelaskannya ! main bagus bang 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1,konten keren banget menjelaskannya main bagus bang WETON88,konten ! keren banget menjelaskannya ! main bagus bang WETON88
BI_RsNf1HJA,Garasi Drift,Saya yakin ᗩᗷGᗯIᑎ gak akan mengecewakan,1,saya yakin ᗩBgᗯiᑎ gak akan mengecewakan,saya yakin ᗩBgᗯiᑎ gak akan mengecewakan
zFhBO9uoGYA,Om Mobi,"coba 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 , gak ribet ! salam petir x 500",1,coba WETON88 gak ribet salam petir x 500,"coba WETON88 , gak ribet ! salam petir x 500"
BI_RsNf1HJA,Garasi Drift,Ada mobil akang mv gt86,0,ada mobil akang mv gt86,ada mobil akang mv gt86
gP0YCMCJnjA,Narasi Newsroom,❤❤❤ prabowo gibran no,0,hati_merah hati_merah hati_merah prabowo gibran no,:hati_merah::hati_merah::hati_merah: prabowo gibran no
kUom1fDXs4A,Fitra Eri,"Rezeki nomplok hari ini berkat D𝑂𝑅𝐴𝟩𝟽, alhamdulillah!",1,rezeki nomplok hari ini berkat dORA77 alhamdulillah,"rezeki nomplok hari ini berkat dORA77, alhamdulillah!"
VXqMJqP7mvk,GadgetIn,gak gelar sarjana menang alexis17 .,1,gak gelar sarjana menang alexis17,gak gelar sarjana menang alexis17 .
QpXcKzQInXg,Garasi Drift,Asc monster juga ada tim roadbike nya 👍,0,asc monster juga ada tim roadbike nya jempol_ke_atas,asc monster juga ada tim roadbike nya :jempol_ke_atas:
5MBwJpU-9tg,Garasi Drift Podcast,"nggak diragukan , slot gacor . 𝗣 𝗟 𝗨 𝗧 𝗢 𝟴 𝟴",1,nggak diragukan slot gacor P L U T O 8 8,"nggak diragukan , slot gacor . P L U T O 8 8"
aA9G2sW212g,Om Mobi,"gue sih udah ga heran kalo alexis17 , trending tiktok",1,gue sih udah ga heran kalo alexis17 trending tiktok,"gue sih udah ga heran kalo alexis17 , trending tiktok"
5MBwJpU-9tg,Garasi Drift Podcast,"pagi-pagi udah dapet notif wd alexis17 , , mood langsung sebulan",1,pagi pagi udah dapet notif wd alexis17 mood langsung sebulan,"pagi-pagi udah dapet notif wd alexis17 , , mood langsung sebulan"
VAEyOCCBlx4,Atenx Katros,Bagi link spion nya bng,0,bagi link spion nya bng,bagi link spion nya bng
VXqMJqP7mvk,GadgetIn,Kamu pinjam ya bang,0,kamu pinjam ya bang,kamu pinjam ya bang
gP0YCMCJnjA,Narasi Newsroom,menghindar pertanyaannya kyk ngehindar debt collector aja 😂,0,menghindar pertanyaannya kyk ngehindar debt collector aja wajah_gembira_berurai_air_mata,menghindar pertanyaannya kyk ngehindar debt collector aja :wajah_gembira_berurai_air_mata:
ycGdOc17FhA,Fitra Eri,gue sih udah buktiin kalo alexis17 tuh scam .,1,gue sih udah buktiin kalo alexis17 tuh scam,gue sih udah buktiin kalo alexis17 tuh scam .
BI_RsNf1HJA,Garasi Drift,Agak kaget,0,agak kaget,agak kaget
VXqMJqP7mvk,GadgetIn,"eh bro , 𝘼𝙇𝙀𝙓𝙄𝙎17 event spesial nih , hadiahnya rumah mewah",1,eh bro ALEXIS17 event spesial nih hadiahnya rumah mewah,"eh bro , ALEXIS17 event spesial nih , hadiahnya rumah mewah"
n_mFKYFMtWY,Bus Pesona,Belj miniatur spek bongkar pasang acc aje bre ngak ngaruh.😁,0,belj miniatur spek bongkar pasang acc aje bre ngak ngaruh wajah_gembira_dengan_mata_bahagia,belj miniatur spek bongkar pasang acc aje bre ngak ngaruh.:wajah_gembira_dengan_mata_bahagia:
f8UEkmYXlzA,Pandji Pragiwaksono,Kalian sadar gak sih kalo Jokowi gak pernah di podcast manapun,0,kalian sadar gak sih kalo jokowi gak pernah di podcast manapun,kalian sadar gak sih kalo jokowi gak pernah di podcast manapun
VXqMJqP7mvk,GadgetIn,modal alexis17 bermanfaat .,1,modal alexis17 bermanfaat,modal alexis17 bermanfaat .
kUom1fDXs4A,Fitra Eri, @mhhaekal  dia mah emang caper aja itu akun punya dia sendiri coy,0,mhhaekal dia mah emang caper aja itu akun punya dia sendiri coy, @mhhaekal  dia mah emang caper aja itu akun punya dia sendiri coy
VXqMJqP7mvk,GadgetIn,Ini Exclusive ny jauh berkelas di banding Iphong gitu2 aja 😂,0,ini exclusive ny jauh berkelas di banding iphong gitu2 aja wajah_gembira_berurai_air_mata,ini exclusive ny jauh berkelas di banding iphong gitu2 aja :wajah_gembira_berurai_air_mata:
zFhBO9uoGYA,Om Mobi,"bermain 𝐷𝘖𝘙𝘼 7𝟽 membuka jalan , penjual bakso bos restoran .",1,bermain DORA 77 membuka jalan penjual bakso bos restoran,"bermain DORA 77 membuka jalan , penjual bakso bos restoran ."
gP0YCMCJnjA,Narasi Newsroom,NGARANG KAMU😡,0,ngarang kamu wajah_sangat_marah,ngarang kamu:wajah_sangat_marah:
gP0YCMCJnjA,Narasi Newsroom,"Itu udah dijawab bos, coba liat dgn serius",0,itu udah dijawab bos coba liat dgn serius,"itu udah dijawab bos, coba liat dgn serius"
gP0YCMCJnjA,Narasi Newsroom,"1:00:15 heh yg ditanyain itu ttg transparansinya, bukan kontennya",0,1 00 15 heh yg ditanyain itu ttg transparansinya bukan kontennya,"1:00:15 heh yg ditanyain itu ttg transparansinya, bukan kontennya"
QpXcKzQInXg,Garasi Drift,Pengalaman saya di p͟͟u͟͟l͟͟a͟͟u͟͟777 selalu menyenangkan.,1,pengalaman saya di pulau777 selalu menyenangkan,pengalaman saya di p͟͟u͟͟l͟͟a͟͟u͟͟777 selalu menyenangkan.
-vQDp9fHrzk,Karbida FC,Makasih mandalika77 withdraw dah landing secepat kilat gacirnya bukan kaleng kaleng,1,makasih mandalika77 withdraw dah landing secepat kilat gacirnya bukan kaleng kaleng,makasih mandalika77 withdraw dah landing secepat kilat gacirnya bukan kaleng kaleng
XI8K0-_kbHc,Jejelogy,Smoga bs punya,0,smoga bs punya,smoga bs punya
-vQDp9fHrzk,Karbida FC,Terinspirasi setiap hari di M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳,1,terinspirasi setiap hari di mandalika77,terinspirasi setiap hari di mandalika77
-vQDp9fHrzk,Karbida FC,"Kemenangan 𝘐𝙎𝐎𝘛𝑂𝘛𝙊pasti dibayar lunas, gak pake drama!",1,kemenangan ISOTOTOpasti dibayar lunas gak pake drama,"kemenangan ISOTOTOpasti dibayar lunas, gak pake drama!"
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Kosong mass😅..ngga ada bobot,0,kosong mass wajah_tersenyum_lebar_dan_berkeringat ngga ada bobot,kosong mass:wajah_tersenyum_lebar_dan_berkeringat:..ngga ada bobot
VXqMJqP7mvk,GadgetIn,sih 𝘼𝙇𝙀𝙓𝙄𝙎17 trending gitu ? asli ?,1,sih ALEXIS17 trending gitu asli,sih ALEXIS17 trending gitu ? asli ?
VXqMJqP7mvk,GadgetIn,Nyobain barang aneh eps 34 kapan dih bang?,0,nyobain barang aneh eps 34 kapan dih bang,nyobain barang aneh eps 34 kapan dih bang?
QpXcKzQInXg,Garasi Drift,Emng knpa y ? Tpi skil obel juga bagus si,0,emng knpa y tpi skil obel juga bagus si,emng knpa y ? tpi skil obel juga bagus si
-vQDp9fHrzk,Karbida FC,"𝐀G𝘜𝘚TO𝘛𝘖 aku gak boong, dsini hoki mulu",1,AgUStoTO aku gak boong dsini hoki mulu,"AgUStoTO aku gak boong, dsini hoki mulu"
nZoNbiwP2ZE,Garasi Drift,"terserah gw lah , mnurut gw aneh ? dsar manusia manusia bg",0,terserah gw lah mnurut gw aneh dsar manusia manusia bg,"terserah gw lah , mnurut gw aneh ? dsar manusia manusia bg"
f8UEkmYXlzA,Pandji Pragiwaksono,"Salut bang keren kontennya , salam Jepe DI ⭐𝐒𝐆𝐈𝟖𝟖",1,salut bang keren kontennya salam jepe di bintang_medium_putih SGI88,"salut bang keren kontennya , salam jepe di :bintang_medium_putih:SGI88"
gRjWM8jPIPw,Fitra Eri,9:11 bang jam segitu menang w 𝐒𝐆𝐈𝟖𝟖,1,9 11 bang jam segitu menang w SGI88,9:11 bang jam segitu menang w SGI88
VXqMJqP7mvk,GadgetIn,stop judi bang,0,stop judi bang,stop judi bang
nZoNbiwP2ZE,Garasi Drift,Terus berkembang arhan semangattt!!!!! Salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴! gampang Jepe,1,terus berkembang arhan semangattt salam WETON88 gampang jepe,terus berkembang arhan semangattt!!!!! salam WETON88! gampang jepe
VXqMJqP7mvk,GadgetIn,ngeh kalo 𝘼𝙇𝙀𝙓𝙄𝙎17 sekeren .,1,ngeh kalo ALEXIS17 sekeren,ngeh kalo ALEXIS17 sekeren .
XI8K0-_kbHc,Jejelogy,Wakkaka si perusak mobil kan?😂,0,wakkaka si perusak mobil kan wajah_gembira_berurai_air_mata,wakkaka si perusak mobil kan?:wajah_gembira_berurai_air_mata:
f8UEkmYXlzA,Pandji Pragiwaksono,Emang gak ada duanya sih sensasi main di ALEXIS⭐17⭐.,1,emang gak ada duanya sih sensasi main di alexis bintang_medium_putih 17 bintang_medium_putih,emang gak ada duanya sih sensasi main di alexis:bintang_medium_putih:17:bintang_medium_putih:.
QpXcKzQInXg,Garasi Drift,Di jual nga,0,di jual nga,di jual nga
gRjWM8jPIPw,Fitra Eri,𝐷 𝐎 𝑅 а 𝟽 𝟩menawarkan pendekatan berbeda keterlibatan daring .,1,D O R a 7 7menawarkan pendekatan berbeda keterlibatan daring,D O R a 7 7menawarkan pendekatan berbeda keterlibatan daring .
VXqMJqP7mvk,GadgetIn,like dulu aja. mudah2an bisa beli Iphone 16 promax,0,like dulu aja mudah2an bisa beli iphone 16 promax,like dulu aja. mudah2an bisa beli iphone 16 promax
VXqMJqP7mvk,GadgetIn,"gue sih percaya aja alexis17 , gak ngecewain .",1,gue sih percaya aja alexis17 gak ngecewain,"gue sih percaya aja alexis17 , gak ngecewain ."
5MBwJpU-9tg,Garasi Drift Podcast,gini nyantai main 𝐏 𝐋 𝐔 𝐓 𝐎 𝟖 𝟖 dikasih maxwin,1,gini nyantai main P L U T O 8 8 dikasih maxwin,gini nyantai main P L U T O 8 8 dikasih maxwin
VXqMJqP7mvk,GadgetIn,LCD nya semahal apa coba 😅,0,lcd nya semahal apa coba wajah_tersenyum_lebar_dan_berkeringat,lcd nya semahal apa coba :wajah_tersenyum_lebar_dan_berkeringat:
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Kasian rakyat Indonesia punya wapres kyk gini 😅,0,kasian rakyat indonesia punya wapres kyk gini wajah_tersenyum_lebar_dan_berkeringat,kasian rakyat indonesia punya wapres kyk gini :wajah_tersenyum_lebar_dan_berkeringat:
aA9G2sW212g,Om Mobi,gue rela ninggalin nonton drakor fokus alexis17 .,1,gue rela ninggalin nonton drakor fokus alexis17,gue rela ninggalin nonton drakor fokus alexis17 .
CLHTLViZ8Uc,Den Dimas,"bermain teman-teman 𝗦𝗚𝗜𝟴𝟴 seru asyik , rezekinya !",1,bermain teman teman SGI88 seru asyik rezekinya,"bermain teman-teman SGI88 seru asyik , rezekinya !"
-vQDp9fHrzk,Karbida FC,Ngeri bang GK bisa lepas😂😂,0,ngeri bang gk bisa lepas wajah_gembira_berurai_air_mata wajah_gembira_berurai_air_mata,ngeri bang gk bisa lepas:wajah_gembira_berurai_air_mata::wajah_gembira_berurai_air_mata:
gP0YCMCJnjA,Narasi Newsroom,Pengen tertawa tp tak tahan. Takut,0,pengen tertawa tp tak tahan takut,pengen tertawa tp tak tahan. takut
hEGVZ5y4oGI,FUSE BOX,D Е 𝙒 𝐀 𝘋 𝘖 𝘙 A emang bener-bener gachor,1,d e W A D O R a emang bener bener gachor,d e W A D O R a emang bener-bener gachor
gP0YCMCJnjA,Narasi Newsroom,Prabowo tu negarawan sejati brow❤❤❤,0,prabowo tu negarawan sejati brow hati_merah hati_merah hati_merah,prabowo tu negarawan sejati brow:hati_merah::hati_merah::hati_merah:
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,layak dapat like tertinggiii,0,layak dapat like tertinggiii,layak dapat like tertinggiii
gP0YCMCJnjA,Narasi Newsroom,​ @ilhamantariksa2223 coba jelasin semuanya pinter poin yang pa yg di pngin prabowo😂,0,​ ilhamantariksa2223 coba jelasin semuanya pinter poin yang pa yg di pngin prabowo wajah_gembira_berurai_air_mata,​ @ilhamantariksa2223 coba jelasin semuanya pinter poin yang pa yg di pngin prabowo:wajah_gembira_berurai_air_mata:
VXqMJqP7mvk,GadgetIn,Dari mana duitnya,0,dari mana duitnya,dari mana duitnya
rrUoGtfU9kw,Fitra Eri,"kalo alexis17 kuliah online , ngapain ?",1,kalo alexis17 kuliah online ngapain,"kalo alexis17 kuliah online , ngapain ?"
BI_RsNf1HJA,Garasi Drift,12:35 gua ga fokus sama 86 nya sumpah,0,12 35 gua ga fokus sama 86 nya sumpah,12:35 gua ga fokus sama 86 nya sumpah
QpXcKzQInXg,Garasi Drift,mekswin tiap maen di 𝘋𝐄𝘞𝐀𝐃O𝐑𝘈,1,mekswin tiap maen di DEWADoRA,mekswin tiap maen di DEWADoRA
zFhBO9uoGYA,Om Mobi,nih pulauwin kayaknya udah hidup orang-orang deh .,1,nih pulauwin kayaknya udah hidup orang orang deh,nih pulauwin kayaknya udah hidup orang-orang deh .
-vQDp9fHrzk,Karbida FC,"Aku di kasih kemenangan diluar prediksi, ku kira rungkat ternyata malah dikasih menang di s1tus mandalika77..",1,aku di kasih kemenangan diluar prediksi ku kira rungkat ternyata malah dikasih menang di s1tus mandalika77,"aku di kasih kemenangan diluar prediksi, ku kira rungkat ternyata malah dikasih menang di s1tus mandalika77.."
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Auuuuuuuuuu 😂,0,auuuuuuuuuu wajah_gembira_berurai_air_mata,auuuuuuuuuu :wajah_gembira_berurai_air_mata:
-vQDp9fHrzk,Karbida FC,Cara daftarx mandalika77 gmn bos,1,cara daftarx mandalika77 gmn bos,cara daftarx mandalika77 gmn bos
XI8K0-_kbHc,Jejelogy,sering liat mobil ini di prindavan kebut kebutan,0,sering liat mobil ini di prindavan kebut kebutan,sering liat mobil ini di prindavan kebut kebutan
VXqMJqP7mvk,GadgetIn,"Orang,, penasaran aja yg beli ini.. Hp",0,orang penasaran aja yg beli ini hp,"orang,, penasaran aja yg beli ini.. hp"
f8UEkmYXlzA,Pandji Pragiwaksono,1:00:46 siapa gess wkwkw,0,1 00 46 siapa gess wkwkw,1:00:46 siapa gess wkwkw
f8UEkmYXlzA,Pandji Pragiwaksono,Anjer 5 langkah kalah wkwkwk,0,anjer 5 langkah kalah wkwkwk,anjer 5 langkah kalah wkwkwk
Ou0UedfyuqU,GadgetIn,situs kasih sketer,1,situs kasih sketer,situs kasih sketer
BI_RsNf1HJA,Garasi Drift,Setuju nih modif motor,0,setuju nih modif motor,setuju nih modif motor
gP0YCMCJnjA,Narasi Newsroom,dijamin bakal lebih ngaco lagi,0,dijamin bakal lebih ngaco lagi,dijamin bakal lebih ngaco lagi
ycGdOc17FhA,Fitra Eri,gak nyesel gabung alexis17 .,1,gak nyesel gabung alexis17,gak nyesel gabung alexis17 .
XI8K0-_kbHc,Jejelogy,"10:12 ─═𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵 ═─ emang juara, rezeki gak ada abisnya!",1,10 12 ─═BERKAH99 ═─ emang juara rezeki gak ada abisnya,"10:12 ─═BERKAH99 ═─ emang juara, rezeki gak ada abisnya!"
QpXcKzQInXg,Garasi Drift,​ @Riko_Syahputra96 tp merdu si bang,0,​ riko_syahputra96 tp merdu si bang,​ @riko_syahputra96 tp merdu si bang
-vQDp9fHrzk,Karbida FC,SUPER MANTAP SITUS  mandalika77 GAMPANG MENANGNYA,1,super mantap situs mandalika77 gampang menangnya,super mantap situs  mandalika77 gampang menangnya
nZoNbiwP2ZE,Garasi Drift,@ahmadjuli8783  kalo bisa bikin video se hebat GARASI DRIFT baru bilang biasa aja,0,ahmadjuli8783 kalo bisa bikin video se hebat garasi drift baru bilang biasa aja,@ahmadjuli8783  kalo bisa bikin video se hebat garasi drift baru bilang biasa aja
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Ngak punya kapasitas .,0,ngak punya kapasitas,ngak punya kapasitas .
4-hj6CwvKpU,Motomobi,Buset ini serius skketer zeus di ⭐𝘼𝙇𝙀𝙓𝙄𝙎17 dapat 5???.,1,buset ini serius skketer zeus di bintang_medium_putih ALEXIS17 dapat 5,buset ini serius skketer zeus di :bintang_medium_putih:ALEXIS17 dapat 5???.
f8UEkmYXlzA,Pandji Pragiwaksono,salah satu episode skakmat terbaik!,0,salah satu episode skakmat terbaik,salah satu episode skakmat terbaik!
gRjWM8jPIPw,Fitra Eri,jepey gmpng banget 𝐒 𝙂ｉ𝟖 𝟖,1,jepey gmpng banget S Gi8 8,jepey gmpng banget S Gi8 8
gP0YCMCJnjA,Narasi Newsroom,"Semua jawaban ngawur, meleset semua",0,semua jawaban ngawur meleset semua,"semua jawaban ngawur, meleset semua"
f8UEkmYXlzA,Pandji Pragiwaksono,Kan emang lgi di setting ksna sm PDIP,0,kan emang lgi di setting ksna sm pdip,kan emang lgi di setting ksna sm pdip
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Malu memang harus jadi budaya bangsa,0,malu memang harus jadi budaya bangsa,malu memang harus jadi budaya bangsa
gP0YCMCJnjA,Narasi Newsroom,nambah 1 lagi,0,nambah 1 lagi,nambah 1 lagi
VAEyOCCBlx4,Atenx Katros,Orang mancing bang,0,orang mancing bang,orang mancing bang
gP0YCMCJnjA,Narasi Newsroom,anak abah pedes2 ngomong nya,0,anak abah pedes2 ngomong nya,anak abah pedes2 ngomong nya
ycGdOc17FhA,Fitra Eri,alexis17 gk kalah hki trus maen,1,alexis17 gk kalah hki trus maen,alexis17 gk kalah hki trus maen
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,"BICARA DEMOGRAFI '!
DEMOGRAFI ENDASMU IKU 😅😅😅",0,bicara demografi demografi endasmu iku wajah_tersenyum_lebar_dan_berkeringat wajah_tersenyum_lebar_dan_berkeringat wajah_tersenyum_lebar_dan_berkeringat,"bicara demografi '!
demografi endasmu iku :wajah_tersenyum_lebar_dan_berkeringat::wajah_tersenyum_lebar_dan_berkeringat::wajah_tersenyum_lebar_dan_berkeringat:"
8AzDe6gMOck,Garasi Drift,"edan , 𝘼𝙇𝙀𝙓𝙄𝙎17 ? oh , viral ? pokoknya .",1,edan ALEXIS17 oh viral pokoknya,"edan , ALEXIS17 ? oh , viral ? pokoknya ."
VXqMJqP7mvk,GadgetIn,@eflfive7329  lagi ngomongin FAKTA aja sih,0,eflfive7329 lagi ngomongin fakta aja sih,@eflfive7329  lagi ngomongin fakta aja sih
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Dislikenya disembunyikan,0,dislikenya disembunyikan,dislikenya disembunyikan
QpXcKzQInXg,Garasi Drift,"rear item itu diffuser, wing, atau apa?",0,rear item itu diffuser wing atau apa,"rear item itu diffuser, wing, atau apa?"
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Titipan bapak,0,titipan bapak,titipan bapak
QpXcKzQInXg,Garasi Drift,Nice banget bang,0,nice banget bang,nice banget bang
XI8K0-_kbHc,Jejelogy,bensin nya 1 banding 1 kaki bang,0,bensin nya 1 banding 1 kaki bang,bensin nya 1 banding 1 kaki bang
QpXcKzQInXg,Garasi Drift,ane master ngecuan 𝔹О𝐖Ø𝟕𝟳 astagaa masih,1,ane master ngecuan BoWø77 astagaa masih,ane master ngecuan BoWø77 astagaa masih
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Kagak usah panjang komennya si fufufafa kagak bakal nyambung,0,kagak usah panjang komennya si fufufafa kagak bakal nyambung,kagak usah panjang komennya si fufufafa kagak bakal nyambung
f8UEkmYXlzA,Pandji Pragiwaksono,Gua lebih suka selain Jawa yang memimpin,0,gua lebih suka selain jawa yang memimpin,gua lebih suka selain jawa yang memimpin
gP0YCMCJnjA,Narasi Newsroom,"Ok siapin mental pak, buat nyusul kayak mertua & presiden korsel",0,ok siapin mental pak buat nyusul kayak mertua & presiden korsel,"ok siapin mental pak, buat nyusul kayak mertua & presiden korsel"
f8UEkmYXlzA,Pandji Pragiwaksono,LUCU BANGET 😂😂,0,lucu banget wajah_gembira_berurai_air_mata wajah_gembira_berurai_air_mata,lucu banget :wajah_gembira_berurai_air_mata::wajah_gembira_berurai_air_mata:
-vQDp9fHrzk,Karbida FC,Ternyata espro d bandung produksinya,0,ternyata espro d bandung produksinya,ternyata espro d bandung produksinya
QpXcKzQInXg,Garasi Drift,Udah lama ngga garage vlog,0,udah lama ngga garage vlog,udah lama ngga garage vlog
BI_RsNf1HJA,Garasi Drift,tolong pin salah satu komentar 😊,0,tolong pin salah satu komentar wajah_tersenyum_dengan_mata_bahagia,tolong pin salah satu komentar :wajah_tersenyum_dengan_mata_bahagia:
f8UEkmYXlzA,Pandji Pragiwaksono,bang buat perang makanan lagi dong bareng pandu winoto,0,bang buat perang makanan lagi dong bareng pandu winoto,bang buat perang makanan lagi dong bareng pandu winoto
kUom1fDXs4A,Fitra Eri,"D𝑂𝑅𝐴𝟩𝟽 gua cuma maen iseng, eh malah jadi jepe",1,dORA77 gua cuma maen iseng eh malah jadi jepe,"dORA77 gua cuma maen iseng, eh malah jadi jepe"
